Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Date,State,TotalSamples,Negative,Positive
16650,02-07-2021,8:00 AM,Karnataka,-,-,2746544,35134,2847013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16651,02-07-2021,8:00 AM,Kerala,-,-,2821151,13359,2937033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16652,02-07-2021,8:00 AM,Ladakh,-,-,19626,202,20090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16653,02-07-2021,8:00 AM,Lakshadweep,-,-,9466,49,9808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16654,02-07-2021,8:00 AM,Madhya Pradesh,-,-,780330,8981,789844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16655,02-07-2021,8:00 AM,Maharashtra,-,-,5828535,122197,6070599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16656,02-07-2021,8:00 AM,Manipur,-,-,63206,1162,70298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16657,02-07-2021,8:00 AM,Meghalaya,-,-,44709,844,50090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16658,02-07-2021,8:00 AM,Mizoram,-,-,16545,93,20770,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16659,02-07-2021,8:00 AM,Nagaland,-,-,23486,498,25305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16660,02-07-2021,8:00 AM,Odisha,-,-,880997,4063,912887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16661,02-07-2021,8:00 AM,Puducherry,-,-,113373,1751,117465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16662,02-07-2021,8:00 AM,Punjab,-,-,576866,16072,595899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16663,02-07-2021,8:00 AM,Rajasthan,-,-,942172,8923,952497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16664,02-07-2021,8:00 AM,Sikkim,-,-,18251,308,20666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16665,02-07-2021,8:00 AM,Tamil Nadu,-,-,2413930,32721,2484177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16666,02-07-2021,8:00 AM,Telangana,-,-,607658,3669,624379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16667,02-07-2021,8:00 AM,Tripura,-,-,62130,683,66629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16668,02-07-2021,8:00 AM,Uttarakhand,-,-,331089,7324,340379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16669,02-07-2021,8:00 AM,Uttar Pradesh,-,-,1680980,22601,1706268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16670,02-07-2021,8:00 AM,West Bengal,-,-,1463379,17735,1501284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16671,03-07-2021,8:00 AM,Andaman and Nicobar Islands,-,-,7325,128,7475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16672,03-07-2021,8:00 AM,Andhra Pradesh,-,-,1846716,12779,1896818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16673,03-07-2021,8:00 AM,Arunachal Pradesh,-,-,33432,176,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16674,03-07-2021,8:00 AM,Assam,-,-,483741,4604,513606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16675,03-07-2021,8:00 AM,Bihar,-,-,710995,9594,722282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16676,03-07-2021,8:00 AM,Chandigarh,-,-,60745,808,61700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16677,03-07-2021,8:00 AM,Chhattisgarh,-,-,976125,13450,995195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16678,03-07-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,10518,4,10565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16679,03-07-2021,8:00 AM,Delhi,-,-,1408350,24983,1434374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16680,03-07-2021,8:00 AM,Goa,-,-,161867,3062,167103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16681,03-07-2021,8:00 AM,Gujarat,-,-,810979,10064,823687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16682,03-07-2021,8:00 AM,Haryana,-,-,758046,9461,768800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16683,03-07-2021,8:00 AM,Himachal Pradesh,-,-,197380,3481,202440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16684,03-07-2021,8:00 AM,Jammu and Kashmir,-,-,307749,4333,316291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16685,03-07-2021,8:00 AM,Jharkhand,-,-,339850,5113,345794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16686,03-07-2021,8:00 AM,Karnataka,-,-,2760881,35222,2849997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16687,03-07-2021,8:00 AM,Kerala,-,-,2831394,13505,2949128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16688,03-07-2021,8:00 AM,Ladakh,-,-,19658,202,20101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16689,03-07-2021,8:00 AM,Lakshadweep,-,-,9514,49,9843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16690,03-07-2021,8:00 AM,Madhya Pradesh,-,-,780384,8989,789887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16691,03-07-2021,8:00 AM,Maharashtra,-,-,5836920,122353,6079352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16692,03-07-2021,8:00 AM,Manipur,-,-,63809,1175,70954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16693,03-07-2021,8:00 AM,Meghalaya,-,-,45074,849,50575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16694,03-07-2021,8:00 AM,Mizoram,-,-,16899,94,21003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16695,03-07-2021,8:00 AM,Nagaland,-,-,23604,498,25382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16696,03-07-2021,8:00 AM,Odisha,-,-,884262,4109,916109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16697,03-07-2021,8:00 AM,Puducherry,-,-,113649,1759,117640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16698,03-07-2021,8:00 AM,Punjab,-,-,577256,16086,596094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16699,03-07-2021,8:00 AM,Rajasthan,-,-,942331,8930,952573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16700,03-07-2021,8:00 AM,Sikkim,-,-,18407,308,20777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16701,03-07-2021,8:00 AM,Tamil Nadu,-,-,2418882,32818,2488407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16702,03-07-2021,8:00 AM,Telangana,-,-,608833,3678,625237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16703,03-07-2021,8:00 AM,Tripura,-,-,62480,685,67023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16704,03-07-2021,8:00 AM,Uttarakhand,-,-,331297,7327,340488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16705,03-07-2021,8:00 AM,Uttar Pradesh,-,-,1681208,22616,1706384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16706,03-07-2021,8:00 AM,West Bengal,-,-,1465219,17758,1502706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16707,04-07-2021,8:00 AM,Andaman and Nicobar Islands,-,-,7330,128,7478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16708,04-07-2021,8:00 AM,Andhra Pradesh,-,-,1851062,12815,1899748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16709,04-07-2021,8:00 AM,Arunachal Pradesh,-,-,33704,176,36937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16710,04-07-2021,8:00 AM,Assam,-,-,486265,4632,515981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16711,04-07-2021,8:00 AM,Bihar,-,-,711279,9599,722418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16712,04-07-2021,8:00 AM,Chandigarh,-,-,60761,808,61718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16713,04-07-2021,8:00 AM,Chhattisgarh,-,-,976706,13453,995489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16714,04-07-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,10522,4,10567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16715,04-07-2021,8:00 AM,Delhi,-,-,1408456,24988,1434460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16716,04-07-2021,8:00 AM,Goa,-,-,162074,3069,167272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16717,04-07-2021,8:00 AM,Gujarat,-,-,811169,10067,823763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16718,04-07-2021,8:00 AM,Haryana,-,-,758144,9474,768852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16719,04-07-2021,8:00 AM,Himachal Pradesh,-,-,197627,3482,202555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16720,04-07-2021,8:00 AM,Jammu and Kashmir,-,-,308246,4335,316629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16721,04-07-2021,8:00 AM,Jharkhand,-,-,339966,5114,345885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16722,04-07-2021,8:00 AM,Karnataka,-,-,2768632,35308,2852079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16723,04-07-2021,8:00 AM,Kerala,-,-,2843909,13640,2961584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16724,04-07-2021,8:00 AM,Ladakh,-,-,19669,202,20115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16725,04-07-2021,8:00 AM,Lakshadweep,-,-,9557,49,9861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16726,04-07-2021,8:00 AM,Madhya Pradesh,-,-,780445,9001,789936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16727,04-07-2021,8:00 AM,Maharashtra,-,-,5845315,122724,6088841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16728,04-07-2021,8:00 AM,Manipur,-,-,64329,1188,71643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16729,04-07-2021,8:00 AM,Meghalaya,-,-,45596,855,51035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16730,04-07-2021,8:00 AM,Mizoram,-,-,17254,95,21246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16731,04-07-2021,8:00 AM,Nagaland,-,-,23699,499,25451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16732,04-07-2021,8:00 AM,Odisha,-,-,887420,4154,919026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16733,04-07-2021,8:00 AM,Puducherry,-,-,113920,1760,117787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16734,04-07-2021,8:00 AM,Punjab,-,-,577624,16103,596265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16735,04-07-2021,8:00 AM,Rajasthan,-,-,942469,8934,952663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16736,04-07-2021,8:00 AM,Sikkim,-,-,18589,308,20955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16737,04-07-2021,8:00 AM,Tamil Nadu,-,-,2423606,32933,2492420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16738,04-07-2021,8:00 AM,Telangana,-,-,609947,3684,626085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16739,04-07-2021,8:00 AM,Tripura,-,-,62843,692,67451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16740,04-07-2021,8:00 AM,Uttarakhand,-,-,331494,7331,340646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16741,04-07-2021,8:00 AM,Uttar Pradesh,-,-,1681412,22622,1706495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16742,04-07-2021,8:00 AM,West Bengal,-,-,1467038,17779,1504097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16743,05-07-2021,8:00 AM,Andaman and Nicobar Islands,-,-,7333,128,7482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16744,05-07-2021,8:00 AM,Andhra Pradesh,-,-,1854754,12844,1902923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16745,05-07-2021,8:00 AM,Arunachal Pradesh,-,-,33967,177,37105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16746,05-07-2021,8:00 AM,Assam,-,-,489040,4652,517194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16747,05-07-2021,8:00 AM,Bihar,-,-,711490,9601,722527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16748,05-07-2021,8:00 AM,Chandigarh,-,-,60777,808,61728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16749,05-07-2021,8:00 AM,Chhattisgarh,-,-,976917,13456,995718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16750,05-07-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,10527,4,10569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16751,05-07-2021,8:00 AM,Delhi,-,-,1408567,24995,1434554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16752,05-07-2021,8:00 AM,Goa,-,-,162276,3073,167436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16753,05-07-2021,8:00 AM,Gujarat,-,-,811297,10069,823833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16754,05-07-2021,8:00 AM,Haryana,-,-,758231,9486,768903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16755,05-07-2021,8:00 AM,Himachal Pradesh,-,-,197794,3483,202642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16756,05-07-2021,8:00 AM,Jammu and Kashmir,-,-,308672,4337,316976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16757,05-07-2021,8:00 AM,Jharkhand,-,-,340164,5115,345937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16758,05-07-2021,8:00 AM,Karnataka,-,-,2773407,35367,2853643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16759,05-07-2021,8:00 AM,Kerala,-,-,2855460,13716,2973684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16760,05-07-2021,8:00 AM,Ladakh,-,-,19690,204,20120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16761,05-07-2021,8:00 AM,Lakshadweep,-,-,9577,49,9900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16762,05-07-2021,8:00 AM,Madhya Pradesh,-,-,780495,9009,789983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16763,05-07-2021,8:00 AM,Maharashtra,-,-,5848693,123030,6098177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16764,05-07-2021,8:00 AM,Manipur,-,-,64931,1196,72286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16765,05-07-2021,8:00 AM,Meghalaya,-,-,46228,862,51524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16766,05-07-2021,8:00 AM,Mizoram,-,-,17661,95,21337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16767,05-07-2021,8:00 AM,Nagaland,-,-,23786,499,25519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16768,05-07-2021,8:00 AM,Odisha,-,-,890778,4196,921896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16769,05-07-2021,8:00 AM,Puducherry,-,-,114192,1761,117959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16770,05-07-2021,8:00 AM,Punjab,-,-,577982,16110,596416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16771,05-07-2021,8:00 AM,Rajasthan,-,-,942616,8938,952734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16772,05-07-2021,8:00 AM,Sikkim,-,-,18722,308,21131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16773,05-07-2021,8:00 AM,Tamil Nadu,-,-,2427988,33005,2496287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16774,05-07-2021,8:00 AM,Telangana,-,-,611035,3691,626690,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16775,05-07-2021,8:00 AM,Tripura,-,-,63209,692,67677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16776,05-07-2021,8:00 AM,Uttarakhand,-,-,331642,7333,340724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16777,05-07-2021,8:00 AM,Uttar Pradesh,-,-,1681717,22640,1706621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16778,05-07-2021,8:00 AM,West Bengal,-,-,1468815,17799,1505394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16779,06-07-2021,8:00 AM,Andaman and Nicobar Islands,-,-,7339,128,7482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16780,06-07-2021,8:00 AM,Andhra Pradesh,-,-,1858189,12870,1905023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16781,06-07-2021,8:00 AM,Arunachal Pradesh,-,-,34234,179,37531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16782,06-07-2021,8:00 AM,Assam,-,-,491561,4683,519834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16783,06-07-2021,8:00 AM,Bihar,-,-,711692,9606,722603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16784,06-07-2021,8:00 AM,Chandigarh,-,-,60815,809,61740,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16785,06-07-2021,8:00 AM,Chhattisgarh,-,-,977360,13457,996037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16786,06-07-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,10530,4,10569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16787,06-07-2021,8:00 AM,Delhi,-,-,1408699,24997,1434608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16788,06-07-2021,8:00 AM,Goa,-,-,162557,3075,167566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16789,06-07-2021,8:00 AM,Gujarat,-,-,811491,10071,823895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16790,06-07-2021,8:00 AM,Haryana,-,-,758348,9496,768957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16791,06-07-2021,8:00 AM,Himachal Pradesh,-,-,197959,3484,202800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16792,06-07-2021,8:00 AM,Jammu and Kashmir,-,-,309133,4343,317250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16793,06-07-2021,8:00 AM,Jharkhand,-,-,340257,5117,345983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16794,06-07-2021,8:00 AM,Karnataka,-,-,2779038,35434,2856491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16795,06-07-2021,8:00 AM,Kerala,-,-,2866806,13818,2981721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16796,06-07-2021,8:00 AM,Ladakh,-,-,19709,204,20129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16797,06-07-2021,8:00 AM,Lakshadweep,-,-,9609,49,9936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16798,06-07-2021,8:00 AM,Madhya Pradesh,-,-,780534,9015,790015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16799,06-07-2021,8:00 AM,Maharashtra,-,-,5861720,123136,6104917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16800,06-07-2021,8:00 AM,Manipur,-,-,65540,1204,72718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16801,06-07-2021,8:00 AM,Meghalaya,-,-,46676,871,51901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16802,06-07-2021,8:00 AM,Mizoram,-,-,18026,98,21854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16803,06-07-2021,8:00 AM,Nagaland,-,-,23868,499,25559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16804,06-07-2021,8:00 AM,Odisha,-,-,894104,4248,924699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16805,06-07-2021,8:00 AM,Puducherry,-,-,114454,1762,118087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16806,06-07-2021,8:00 AM,Punjab,-,-,578310,16122,596550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16807,06-07-2021,8:00 AM,Rajasthan,-,-,942756,8941,952789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16808,06-07-2021,8:00 AM,Sikkim,-,-,19048,309,21226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16809,06-07-2021,8:00 AM,Tamil Nadu,-,-,2432017,33059,2500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16810,06-07-2021,8:00 AM,Telangana,-,-,612096,3698,627498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16811,06-07-2021,8:00 AM,Tripura,-,-,63492,697,68151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16812,06-07-2021,8:00 AM,Uttarakhand,-,-,331903,7335,340793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16813,06-07-2021,8:00 AM,Uttar Pradesh,-,-,1681912,22646,1706739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16814,06-07-2021,8:00 AM,West Bengal,-,-,1470512,17817,1506279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16815,07-07-2021,8:00 AM,Andaman and Nicobar Islands,-,-,7343,128,7487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16816,07-07-2021,8:00 AM,Andhra Pradesh,-,-,1861937,12898,1908065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16817,07-07-2021,8:00 AM,Arunachal Pradesh,-,-,34525,181,37879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16818,07-07-2021,8:00 AM,Assam,-,-,493306,4717,522267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16819,07-07-2021,8:00 AM,Bihar,-,-,711913,9612,722746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16820,07-07-2021,8:00 AM,Chandigarh,-,-,60837,809,61752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16821,07-07-2021,8:00 AM,Chhattisgarh,-,-,977893,13462,996359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16822,07-07-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,10532,4,10575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16823,07-07-2021,8:00 AM,Delhi,-,-,1408853,25001,1434687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16824,07-07-2021,8:00 AM,Goa,-,-,162787,3079,167823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16825,07-07-2021,8:00 AM,Gujarat,-,-,811699,10072,823964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16826,07-07-2021,8:00 AM,Haryana,-,-,758442,9506,769030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16827,07-07-2021,8:00 AM,Himachal Pradesh,-,-,198134,3485,202945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16828,07-07-2021,8:00 AM,Jammu and Kashmir,-,-,309554,4345,317481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16829,07-07-2021,8:00 AM,Jharkhand,-,-,340365,5118,346038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16830,07-07-2021,8:00 AM,Karnataka,-,-,2784030,35526,2859595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16831,07-07-2021,8:00 AM,Kerala,-,-,2877557,13960,2996094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16832,07-07-2021,8:00 AM,Ladakh,-,-,19733,204,20137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16833,07-07-2021,8:00 AM,Lakshadweep,-,-,9643,49,9947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16834,07-07-2021,8:00 AM,Madhya Pradesh,-,-,780578,9017,790042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16835,07-07-2021,8:00 AM,Maharashtra,-,-,5872268,123531,6113335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16836,07-07-2021,8:00 AM,Manipur,-,-,66132,1218,73581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16837,07-07-2021,8:00 AM,Meghalaya,-,-,47173,880,52358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16838,07-07-2021,8:00 AM,Mizoram,-,-,18383,98,22155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16839,07-07-2021,8:00 AM,Nagaland,-,-,23982,503,25619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16840,07-07-2021,8:00 AM,Odisha,-,-,897362,4299,927186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16841,07-07-2021,8:00 AM,Puducherry,-,-,114673,1763,118227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16842,07-07-2021,8:00 AM,Punjab,-,-,578590,16131,596736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16843,07-07-2021,8:00 AM,Rajasthan,-,-,942882,8942,952836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16844,07-07-2021,8:00 AM,Sikkim,-,-,19200,309,21403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16845,07-07-2021,8:00 AM,Tamil Nadu,-,-,2435872,33132,2503481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16846,07-07-2021,8:00 AM,Telangana,-,-,613124,3703,628282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16847,07-07-2021,8:00 AM,Tripura,-,-,63964,701,68612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16848,07-07-2021,8:00 AM,Uttarakhand,-,-,332006,7338,340882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16849,07-07-2021,8:00 AM,Uttar Pradesh,-,-,1682130,22656,1706818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16850,07-07-2021,8:00 AM,West Bengal,-,-,1472132,17834,1507241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16851,08-07-2021,8:00 AM,Andaman and Nicobar Islands,-,-,7349,128,7491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16852,08-07-2021,8:00 AM,Andhra Pradesh,-,-,1865956,12919,1911231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16853,08-07-2021,8:00 AM,Arunachal Pradesh,-,-,34736,184,38283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16854,08-07-2021,8:00 AM,Assam,-,-,496442,4743,524556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16855,08-07-2021,8:00 AM,Bihar,-,-,712055,9612,722850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16856,08-07-2021,8:00 AM,Chandigarh,-,-,60872,809,61780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16857,08-07-2021,8:00 AM,Chhattisgarh,-,-,978208,13464,996689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
